labels	dialog_state	sent	utterance	context	Emoberta_softmax	VAD_personality	dialog_state_sum
1	[0]	" ""Heating device."""	<pad>	" ""Heating device."""	[[0.9520957469940186, 0.015024427324533463, 0.009425842203199863, 0.014839421026408672, 0.002492208033800125, 0.001544482191093266, 0.004577954765409231]]	[0.69157, 0.45019999999999993, 0.73291, 0.15904189999999999, 0.04352949999999989]	0
0	[0]	 Hey, Joey, could you pass the cheese?	<pad>	 Hey, Joey, could you pass the cheese?	[[0.9859718680381775, 0.005533433519303799, 0.000646924483589828, 0.00322148809209466, 0.0017820284701883793, 0.0015385628212243319, 0.0013057830510661006]]	[0.5414122222222221, 0.38932888888888884, 0.6732916666666666, 0.1972784111111112, 0.04173038888888886]	0
1	[0, 0]	 Alright, now, you sure? Phoebe just threw away two jacks because they didn't look happy...  But... I'm ready, so, just deal.	<pad>	 Alright, now, you sure? Phoebe just threw away two jacks because they didn't look happy... But... I'm ready, so, just deal.	[[0.38069307804107666, 0.02530468814074993, 0.19108586013317108, 0.31388452649116516, 0.024934642016887665, 0.05002133548259735, 0.01407594233751297], [0.8445708751678467, 0.022920778021216393, 0.0005651689716614783, 0.051684848964214325, 0.07058496028184891, 0.006907367147505283, 0.0027661409694701433]]	[0.403735, 0.31373, 0.53839, 0.17865245000000002, 0.04765225000000001]	0
1	[1, 0, 1, 0]	 Where are they? Where are they?  This is nice. We never do anything just the two of us.  It's great. Maybe tomorrow we can rent a car and run over some puppies.  Eww, I don't wanna do that.	 Where are they? Where are they? It's great. Maybe tomorrow we can rent a car and run over some puppies.	 This is nice. We never do anything just the two of us. Eww, I don't wanna do that.	[[0.3082696497440338, 0.10967308282852173, 0.13626042008399963, 0.045722443610429764, 0.07122743874788284, 0.0028436207212507725, 0.3260033130645752], [0.5928866267204285, 0.2994369566440582, 0.002204031450673938, 0.014234096743166447, 0.08472391963005066, 0.004092823714017868, 0.0024216582532972097], [0.020106108859181404, 0.9691745638847351, 0.0012665141839534044, 0.0057679591700434685, 0.0013556546764448285, 0.0016609147423878312, 0.0006683064275421202], [0.0506802499294281, 0.06625276803970337, 0.03835287690162659, 0.011167125776410103, 0.2756134271621704, 0.4189925491809845, 0.13894104957580566]]	[0.5481161538461538, 0.3722146153846153, 0.6310873076923076, 0.16115666923076924, 0.03393334615384608]	2
1	[0]	 How about Mockolate mousse?	<pad>	 How about Mockolate mousse?	[[0.9664070010185242, 0.025736123323440552, 0.0013284111628308892, 0.0032161104027181864, 0.0018029581988230348, 0.0007497992482967675, 0.0007596885552629828]]	[0.0, 0.0, 0.0, 0.0, 0.0]	0
1	[0, 0]	 Uh, ow.  Ooh, sorry. Um, and, and then you put your arms around me. And then you put your arms around me. (He does so) And, um, and then you tell me that you love me and you'll never forget me.	<pad>	 Uh, ow. Ooh, sorry. Um, and, and then you put your arms around me. And then you put your arms around me. (He does so) And, um, and then you tell me that you love me and you'll never forget me.	[[0.1794431358575821, 0.0415550097823143, 0.03978130221366882, 0.03584703430533409, 0.48607581853866577, 0.16560699045658112, 0.05169067531824112], [0.13633613288402557, 0.827300488948822, 0.002490553306415677, 0.004732662346214056, 0.024464769288897514, 0.0010019843466579914, 0.003673359751701355]]	[0.4973666666666668, 0.28270666666666666, 0.42519666666666667, 0.03820899999999994, 0.018901666666666594]	0
1	[0]	 Talk to me.	<pad>	 Talk to me.	[[0.08767987787723541, 0.00887733232229948, 0.002299604471772909, 0.5654869675636292, 0.2890147268772125, 0.0069093951024115086, 0.039732158184051514]]	[0.39797666666666665, 0.2825566666666667, 0.5322933333333333, 0.16357936666666667, 0.009405166666666687]	0
0	[0, 0, 0, 0, 0, 1]	 I think you should definitely go out with this guy.  Nah, he doesn't do anything for me.  Monica, last Saturday night, what happened on Walker Texas Ranger?  Well, umm, Walker was looking for this big bus load of kids.... (realises) All right, I get your point.  All right.  (entering, carrying a briefcase) Hi.	 (entering, carrying a briefcase) Hi.	 I think you should definitely go out with this guy. Nah, he doesn't do anything for me. Monica, last Saturday night, what happened on Walker Texas Ranger? Well, umm, Walker was looking for this big bus load of kids.... (realises) All right, I get your point. All right.	[[0.606974184513092, 0.3640576899051666, 0.008052105084061623, 0.007241361308842897, 0.006986926309764385, 0.004042656160891056, 0.002645076485350728], [0.04568099230527878, 0.021589087322354317, 0.001074660918675363, 0.8338568210601807, 0.08401264250278473, 0.012141358107328415, 0.0016443824861198664], [0.9706459641456604, 0.015305569395422935, 0.005877142306417227, 0.0041345455683767796, 0.0020439212676137686, 0.0006991736590862274, 0.0012937390711158514], [0.9828265309333801, 0.007006843574345112, 0.0007093813037499785, 0.004371995572000742, 0.0030947544146329165, 0.000569474941585213, 0.0014209278160706162], [0.9598525166511536, 0.00949008297175169, 0.0007590882014483213, 0.02251037023961544, 0.005841027479618788, 0.0009678461938165128, 0.0005791293224319816], [0.9852446913719177, 0.006346925161778927, 0.0007159537053667009, 0.004543203394860029, 0.0012228210689499974, 0.0006839187117293477, 0.0012424513697624207]]	[0.49077622222222195, 0.3578324444444444, 0.6238335555555554, 0.1886622911111112, 0.038740122222222284]	1
0	[0, 1]	 Hey Joey, how'd the audition go?  Incredible! I met the director this time and you'll never believe who it was.	 Incredible! I met the director this time and you'll never believe who it was.	 Hey Joey, how'd the audition go?	[[0.9613146185874939, 0.02303142473101616, 0.0036554448306560516, 0.0028662090189754963, 0.0062005482614040375, 0.0010488512925803661, 0.0018830521730706096], [0.007427866570651531, 0.8665091395378113, 0.11377790570259094, 0.007107467390596867, 0.002510592108592391, 0.0008662136970087886, 0.0018008064944297075]]	[0.5134642857142857, 0.37517857142857136, 0.6496482142857141, 0.1961374999999999, 0.042957142857142805]	1
0	[0]	 Push, push!	<pad>	 Push, push!	[[0.22010183334350586, 0.5558241009712219, 0.0433637835085392, 0.13503865897655487, 0.011225027032196522, 0.005481877364218235, 0.028964705765247345]]	[0.53725, 0.4011933333333333, 0.68992, 0.21510416666666665, 0.052447499999999925]	0
0	[0, 0]	 (stops) I have no idea.  C'mon, Ross!	<pad>	 (stops) I have no idea. C'mon, Ross!	[[0.5836058259010315, 0.2839452028274536, 0.02175252139568329, 0.030799629166722298, 0.06091252341866493, 0.0010686416644603014, 0.017915764823555946], [0.18616798520088196, 0.20317710936069489, 0.10802046209573746, 0.30245769023895264, 0.14501500129699707, 0.008644765242934227, 0.04651696979999542]]	[0.4714617647058823, 0.3633517647058824, 0.6538711764705882, 0.22083938235294123, 0.040545735294117646]	0
1	[0, 0, 0]	 Okay, first I'm not crazy. And second, say it don't spray it. Anyway his name is Malcom, and he wasn't following me, I mean he was, but 'cause he thought I was Ursula, ick. And, that's why, that's why he couldn't just come up and talk to me. 'Cause of the restraining order.  Umm, not feeling better 'bout Malcom.  Ooh! No, no, no, no, he's not like a kook, no. He's just like this, this very passionate, incredibly romantic guy, that got like a tinsy bit carried away, you know. And we just get along really well, and he's so cute.	<pad>	 Okay, first I'm not crazy. And second, say it don't spray it. Anyway his name is Malcom, and he wasn't following me, I mean he was, but 'cause he thought I was Ursula, ick. And, that's why, that's why he couldn't just come up and talk to me. 'Cause of the restraining order. Umm, not feeling better 'bout Malcom. Ooh! No, no, no, no, he's not like a kook, no. He's just like this, this very passionate, incredibly romantic guy, that got like a tinsy bit carried away, you know. And we just get along really well, and he's so cute.	[[0.1665884256362915, 0.053341615945100784, 0.009271143935620785, 0.19539591670036316, 0.12790970504283905, 0.23711566627025604, 0.21037748456001282], [0.1992993950843811, 0.006866625510156155, 0.001559329917654395, 0.01574135757982731, 0.7537727355957031, 0.010525336489081383, 0.012235177680850029], [0.3577195405960083, 0.6014689803123474, 0.006551765371114016, 0.006378405261784792, 0.014615573920309544, 0.007332969922572374, 0.00593275111168623]]	[0.4581681818181817, 0.3149781818181818, 0.5440927272727273, 0.14567540909090917, 0.026468863636363638]	0
1	[0, 0]	 I don't speak English.  You did a minute ago!	<pad>	 I don't speak English. You did a minute ago!	[[0.8936848640441895, 0.014060841873288155, 0.0018921326845884323, 0.06946351379156113, 0.01604902185499668, 0.0016637141816318035, 0.0031857031863182783], [0.049789052456617355, 0.06562642753124237, 0.061865031719207764, 0.8061280250549316, 0.010189110413193703, 0.00228017452172935, 0.0041221193969249725]]	[0.6019325, 0.42686499999999994, 0.74044, 0.21190477500000002, 0.04165887499999993]	0
0	[0]	 I can't believe what I'm hearing here.	<pad>	 I can't believe what I'm hearing here.	[[0.005596738774329424, 0.02735116519033909, 0.1260182410478592, 0.5569329261779785, 0.04569185525178909, 0.21290726959705353, 0.02550172246992588]]	[0.5394500000000001, 0.38903000000000004, 0.6568350000000001, 0.18947649999999996, 0.04921249999999994]	0
0	[1, 0]	 Ohh, God, guys, check it out, you can see that girl's underwear!  Is she great or what?	 Ohh, God, guys, check it out, you can see that girl's underwear!	 Is she great or what?	[[0.005507812835276127, 0.016449494287371635, 0.8433148264884949, 0.01816926710307598, 0.012446120381355286, 0.08960142731666565, 0.014511071145534515], [0.00904709380120039, 0.9760783910751343, 0.008841332048177719, 0.003518767887726426, 0.0013198739616200328, 0.0004827746597584337, 0.0007118485518731177]]	[0.5202157692307693, 0.3628353846153846, 0.6176007692307692, 0.1679157192307692, 0.0373143653846153]	1
1	[0]	 (singing) And I'm still waiting for my paper mache man. Thank you my babies.	<pad>	 (singing) And I'm still waiting for my paper mache man. Thank you my babies.	[[0.014782477170228958, 0.9770323038101196, 0.000747919490095228, 0.0038187166210263968, 0.0025248180609196424, 0.0003245822445023805, 0.000769135425798595]]	[0.0, 0.0, 0.0, 0.0, 0.0]	0
0	[0, 1]	 Ohhh, man!!  (coming in from his bedroom) What is that?	 (coming in from his bedroom) What is that?	 Ohhh, man!!	[[0.0027815853245556355, 0.05337148532271385, 0.8975305557250977, 0.019589165225625038, 0.010034634731709957, 0.006998682860285044, 0.009693712927401066], [0.24272532761096954, 0.14025326073169708, 0.5565034747123718, 0.031904906034469604, 0.01058546919375658, 0.006048604846000671, 0.011978921480476856]]	[0.42053100000000004, 0.33178300000000005, 0.6205415, 0.22118227000000001, 0.030550350000000004]	1
0	[0, 0]	 Uh, Joey..  Oh, God! (Hurriedly closes his legs.)	<pad>	 Uh, Joey.. Oh, God! (Hurriedly closes his legs.)	[[0.9546957612037659, 0.010604887269437313, 0.0034434529952704906, 0.01329279039055109, 0.011508703231811523, 0.000576451828237623, 0.005877919029444456], [0.02874983847141266, 0.06866111606359482, 0.0913596972823143, 0.04034007340669632, 0.07017245888710022, 0.009035380557179451, 0.691681444644928]]	[0.3491925, 0.27981500000000004, 0.50042, 0.17772397500000003, 0.037789874999999945]	0
0	[0, 0, 0]	 Ohhh. Big boy, riding the bus--Hey, I have a question. How come it says Property of Human Services on his butt?  You, you are gonna love this.  Will you hold Ben for a sec? Come here. Come here.	<pad>	 Ohhh. Big boy, riding the bus--Hey, I have a question. How come it says Property of Human Services on his butt? You, you are gonna love this. Will you hold Ben for a sec? Come here. Come here.	[[0.6522787809371948, 0.04422205314040184, 0.16676901280879974, 0.040510982275009155, 0.028875429183244705, 0.05697888135910034, 0.010364879854023457], [0.021967733278870583, 0.9503192901611328, 0.019513320177793503, 0.004021905828267336, 0.002507546218112111, 0.0008016640204004943, 0.0008686575456522405], [0.8667476177215576, 0.012427277863025665, 0.0033518837299197912, 0.02218032069504261, 0.06815768778324127, 0.0012368732132017612, 0.025898385792970657]]	[0.457713076923077, 0.31596, 0.5581938461538462, 0.15416545384615382, 0.021861884615384575]	0
0	[0, 0]	 Pastrami.  Oooh, yeah. You're a genius.	<pad>	 Pastrami. Oooh, yeah. You're a genius.	[[0.9638943672180176, 0.008913001045584679, 0.0004715031245723367, 0.014232818968594074, 0.011199661530554295, 0.0007037821924313903, 0.0005848924047313631], [0.0799076035618782, 0.889268159866333, 0.00480177067220211, 0.015803012996912003, 0.005279142875224352, 0.0038118294905871153, 0.0011284457286819816]]	[0.5098849999999999, 0.39083500000000004, 0.7221875, 0.2459654500000001, 0.03437225000000005]	0
0	[0]	 Oh, come on!	<pad>	 Oh, come on!	[[0.05126708373427391, 0.08892055600881577, 0.04221511259675026, 0.3865894675254822, 0.34404438734054565, 0.01909521035850048, 0.06786812841892242]]	[0.0, 0.0, 0.0, 0.0, 0.0]	0
1	[0, 0]	 Look, Mon, do you want us to uh, come back later?  Oh no-no-no, stay, stay, stay, just keep talking. I'm always the hostess.	<pad>	 Look, Mon, do you want us to uh, come back later? Oh no-no-no, stay, stay, stay, just keep talking. I'm always the hostess.	[[0.9860106706619263, 0.0037648314610123634, 0.0009267757413908839, 0.0018993956036865711, 0.004162643104791641, 0.000354364252416417, 0.002881297841668129], [0.4185653328895569, 0.4954155385494232, 0.006536791566759348, 0.017673345282673836, 0.023490501567721367, 0.006264284253120422, 0.03205425292253494]]	[0.7363199999999999, 0.46036, 0.69778, 0.11479440000000007, 0.05605199999999999]	0
0	[0, 1]	 Oh! Hey, Mr. Treeger.  Hey.	 Hey.	 Oh! Hey, Mr. Treeger.	[[0.5538598299026489, 0.37586989998817444, 0.022749654948711395, 0.04038863629102707, 0.004348356742411852, 0.0009604523074813187, 0.0018231553258374333], [0.9750380516052246, 0.006097603589296341, 0.000790140125900507, 0.011862053535878658, 0.005280597601085901, 0.0005459849489852786, 0.0003855136164929718]]	[0.47095000000000004, 0.32772, 0.60299, 0.1755665, 0.013652499999999956]	1
1	[1]	 What 'cha doing?	 What 'cha doing?	<pad>	[[0.9688242077827454, 0.018455926328897476, 0.005558082368224859, 0.0038660643622279167, 0.0021059445571154356, 0.0004505628894548863, 0.0007393611595034599]]	[0.5687966666666666, 0.40253333333333335, 0.6918233333333333, 0.19553710000000007, 0.04163216666666669]	1
1	[0, 0, 0]	 None.  Okay, then you don't know what it feels like when one of them comes back. Do you? I believe this is my Mother. Even if I'm wrong, who cares? Just be a friend. Okay? Be supportive.  I'm sorry.	<pad>	 None. Okay, then you don't know what it feels like when one of them comes back. Do you? I believe this is my Mother. Even if I'm wrong, who cares? Just be a friend. Okay? Be supportive. I'm sorry.	[[0.9725979566574097, 0.006414798088371754, 0.0008404479594901204, 0.013476913794875145, 0.005682852119207382, 0.0005551367648877203, 0.0004319267754908651], [0.01612832210958004, 0.0022699092514812946, 0.0022302509751170874, 0.2899057865142822, 0.6651527881622314, 0.00799858570098877, 0.016314269974827766], [0.1305883675813675, 0.014933585189282894, 0.003290498396381736, 0.022602984681725502, 0.8160622119903564, 0.005222879815846682, 0.007299464661628008]]	[0.52479875, 0.3461475, 0.5643162500000001, 0.12739516250000005, 0.035722062499999985]	0
1	[0, 0, 0, 0, 0, 1, 0]	 Wow!  What?  (reading): Your Visa bill is huge!  (grabs the bill) Give me that!  You know, I can't believe you. Linda is so great! Why won't you go out with her again?  I don't know.  Is this still about her whole 'The Flintstones could've really happened' thing?	 I don't know.	 Wow! What? (reading): Your Visa bill is huge! (grabs the bill) Give me that! You know, I can't believe you. Linda is so great! Why won't you go out with her again? Is this still about her whole 'The Flintstones could've really happened' thing?	[[0.022495608776807785, 0.39576971530914307, 0.506262481212616, 0.0632297694683075, 0.006391809321939945, 0.0019863571505993605, 0.003864283673465252], [0.4358472526073456, 0.03348545357584953, 0.42549484968185425, 0.07523424923419952, 0.017714377492666245, 0.0026400212664157152, 0.00958393607288599], [0.015348782762885094, 0.04434956982731819, 0.8304592370986938, 0.08982083946466446, 0.010931828059256077, 0.003798612393438816, 0.005291279871016741], [0.010306086391210556, 0.3075585961341858, 0.03188934549689293, 0.638015866279602, 0.005097564309835434, 0.003029312239959836, 0.004103217273950577], [0.009814915247261524, 0.17279253900051117, 0.5860902070999146, 0.15268507599830627, 0.04774472862482071, 0.027467254549264908, 0.0034052568953484297], [0.7931477427482605, 0.02635018900036812, 0.000994227360934019, 0.023363275453448296, 0.14902621507644653, 0.00294556375592947, 0.004172879736870527], [0.6567593216896057, 0.03538947179913521, 0.09182646125555038, 0.08868005871772766, 0.1115160584449768, 0.005974178668111563, 0.009854480624198914]]	[0.5039375862068968, 0.3694351724137932, 0.6495624137931035, 0.19963611379310342, 0.038636086206896514]	1
0	[1]	 Nice luggage.	 Nice luggage.	<pad>	[[0.8070298433303833, 0.006585365626960993, 0.003896521870046854, 0.16930346190929413, 0.008671155199408531, 0.002568780444562435, 0.0019448823295533657]]	[0.58048, 0.38391000000000003, 0.608835, 0.13305660000000002, 0.04762299999999997]	1
0	[0, 0]	 Okay, she is the star of the play. And she is my girlfriend! I get to have sex with the star of the play!  People can hear you.	<pad>	 Okay, she is the star of the play. And she is my girlfriend! I get to have sex with the star of the play! People can hear you.	[[0.004238668829202652, 0.9309580326080322, 0.04500730335712433, 0.013501540757715702, 0.002944481559097767, 0.0013850590912625194, 0.0019648391753435135], [0.9698275923728943, 0.008370484225451946, 0.0008125912863761187, 0.013261900283396244, 0.0056590610183775425, 0.0007895511225797236, 0.001278813579119742]]	[0.47836333333333336, 0.36394000000000004, 0.6362033333333333, 0.20684343333333335, 0.04645383333333336]	0
0	[0, 1]	 Okay, all right. I just spent the entire afternoon looking for a present for Kathy that would be better than the rabbit.  Any luck?	 Any luck?	 Okay, all right. I just spent the entire afternoon looking for a present for Kathy that would be better than the rabbit.	[[0.21363316476345062, 0.033317845314741135, 0.001706839306280017, 0.6550763845443726, 0.06056845560669899, 0.033480577170848846, 0.002216773107647896], [0.616960883140564, 0.0394488126039505, 0.01763368584215641, 0.05323033407330513, 0.2576902508735657, 0.0018848247127607465, 0.013151253573596478]]	[0.48667863636363634, 0.3397490909090909, 0.5741681818181819, 0.15527059545454547, 0.03690343181818179]	1
1	[0, 0]	 Yeah, we played, we watched TV.. that juggling thing is amazing.  What, uh... what juggling thing?	<pad>	 Yeah, we played, we watched TV.. that juggling thing is amazing. What, uh... what juggling thing?	[[0.35641324520111084, 0.6220570802688599, 0.002375222509726882, 0.007055447902530432, 0.007628666702657938, 0.003212173003703356, 0.0012581413611769676], [0.8354647755622864, 0.055532172322273254, 0.0793691873550415, 0.011289621703326702, 0.007880941033363342, 0.0019847017247229815, 0.008478520438075066]]	[0.4645099999999999, 0.3205075, 0.5301575000000001, 0.13657045000000007, 0.0377885]	0
1	[0, 0, 0, 0, 0, 1]	 Please, I almost fell for that with, uh, Pride of the Yankees, I thought I was gonna see a film about Yankee pride and then, boom, the guy gets Lou Gehrig's disease.  Uh, the guy was Lou Gehrig. Didn't you kinda see it coming?  Phoebe, just watch that, I promise it will resotre all your faith in humanity.  [runs in] Hey, big guy, game time.  Hey, be right there.  There's a game?	 There's a game?	 Please, I almost fell for that with, uh, Pride of the Yankees, I thought I was gonna see a film about Yankee pride and then, boom, the guy gets Lou Gehrig's disease. Uh, the guy was Lou Gehrig. Didn't you kinda see it coming? Phoebe, just watch that, I promise it will resotre all your faith in humanity. [runs in] Hey, big guy, game time. Hey, be right there.	[[0.09293536096811295, 0.035227201879024506, 0.0061093647964298725, 0.03995692729949951, 0.7902415990829468, 0.02198055386543274, 0.013548964634537697], [0.3337075412273407, 0.07114887982606888, 0.03072158247232437, 0.01804537884891033, 0.5281925797462463, 0.011336887255311012, 0.006847160868346691], [0.6166011095046997, 0.28594329953193665, 0.004884081427007914, 0.0484003983438015, 0.033140264451503754, 0.006999173201620579, 0.004031700547784567], [0.7197603583335876, 0.26636672019958496, 0.0027496693655848503, 0.006074090488255024, 0.0030678859911859035, 0.0008156100520864129, 0.0011657276190817356], [0.976969838142395, 0.013702589087188244, 0.0004299761785659939, 0.0046388981863856316, 0.003093342063948512, 0.000432403787272051, 0.0007328849169425666], [0.9421443939208984, 0.039159901440143585, 0.009900059551000595, 0.005101601127535105, 0.0018930630758404732, 0.0005302734207361937, 0.001270750886760652]]	[0.5133338983050849, 0.36381254237288146, 0.6287022033898307, 0.17910201694915265, 0.036417542372881306]	1
0	[1, 0, 1]	 Marcel. Bring me the rice, c'mon. Bring me the rice, c'mon. Good boy. Good boy. C'mere, gimme the rice. (Marcel brings the rice) Thank you, good boy. Well, I see he's finally mastered the difference between 'bring me the' and 'pee in the'. (Rachel ignores him) 'Bring me the' and- Rach?  What?  Hi.	 Marcel. Bring me the rice, c'mon. Bring me the rice, c'mon. Good boy. Good boy. C'mere, gimme the rice. (Marcel brings the rice) Thank you, good boy. Well, I see he's finally mastered the difference between 'bring me the' and 'pee in the'. (Rachel ignores him) 'Bring me the' and- Rach? Hi.	 What?	[[0.2265542894601822, 0.6806015968322754, 0.0020942550618201494, 0.08013977855443954, 0.006129749584943056, 0.0017606584588065743, 0.002719638403505087], [0.4358472526073456, 0.03348545357584953, 0.42549484968185425, 0.07523424923419952, 0.017714377492666245, 0.0026400212664157152, 0.00958393607288599], [0.9750205874443054, 0.0060794479213654995, 0.0008797444170340896, 0.012138725258409977, 0.004966495092958212, 0.0005111171049065888, 0.0004039580817334354]]	[0.4974105555555557, 0.3447477777777779, 0.5873258333333333, 0.1577150722222222, 0.03405730555555553]	2
1	[0, 0]	 Really? No. I mean, nah, I haven't played in so long, and-and, well it's-it's really personal stuff, y'know?  Come on, play that funky music white boy.	<pad>	 Really? No. I mean, nah, I haven't played in so long, and-and, well it's-it's really personal stuff, y'know? Come on, play that funky music white boy.	[[0.24720819294452667, 0.038817621767520905, 0.002374179195612669, 0.015526171773672104, 0.6668235063552856, 0.00827526394277811, 0.020975109189748764], [0.6171271800994873, 0.3150653839111328, 0.0014673004625365138, 0.051431603729724884, 0.0071681528352200985, 0.0060852146707475185, 0.0016551356529816985]]	[0.5046200000000001, 0.37742000000000003, 0.69035, 0.22542540000000005, 0.031666999999999945]	0
1	[0, 0]	 You're right, I'm sorry. You're right.  (to waiter) Uh, can we have three chocolate mousses to go please?	<pad>	 You're right, I'm sorry. You're right. (to waiter) Uh, can we have three chocolate mousses to go please?	[[0.07087742537260056, 0.014050272293388844, 0.0011135893873870373, 0.024891553446650505, 0.8796990513801575, 0.0045168232172727585, 0.00485130725428462], [0.9843140840530396, 0.009721536189317703, 0.0006017406703904271, 0.0027071088552474976, 0.0009988130768761039, 0.000522630347404629, 0.001134117366746068]]	[0.5213258333333333, 0.3618133333333333, 0.6026416666666666, 0.15849580833333335, 0.041993208333333254]	0
1	[0, 0]	 Ross.  Yeah.	<pad>	 Ross. Yeah.	[[0.9693631529808044, 0.007324184291064739, 0.0010162631515413523, 0.014943273738026619, 0.006323621608316898, 0.00056305225007236, 0.0004664409498218447], [0.969780683517456, 0.007162469904869795, 0.0007300840225070715, 0.012851065024733543, 0.008281093090772629, 0.0007323499885387719, 0.00046215238398872316]]	[0.54766, 0.3752, 0.6593800000000001, 0.17839220000000003, 0.025920999999999972]	0
0	[0]	 Okay, okay, okay, I got one! (She sits up and the cushion she was leaning against falls off of the balcony.) Anyway- The valentine Tommy Rollerson left in your locker was really from me.	<pad>	 Okay, okay, okay, I got one! (She sits up and the cushion she was leaning against falls off of the balcony.) Anyway- The valentine Tommy Rollerson left in your locker was really from me.	[[0.10852410644292831, 0.8330181837081909, 0.026518523693084717, 0.022020624950528145, 0.004916023463010788, 0.0005443638656288385, 0.004458163399249315]]	[0.48536, 0.38060000000000005, 0.6371800000000001, 0.21101120000000007, 0.06641599999999998]	0
0	[1, 0, 1]	 Hi.  Phoebe!  Ta-da.	 Hi. Ta-da.	 Phoebe!	[[0.9750205874443054, 0.0060794479213654995, 0.0008797444170340896, 0.012138725258409977, 0.004966495092958212, 0.0005111171049065888, 0.0004039580817334354], [0.057829756289720535, 0.318622887134552, 0.4663609564304352, 0.13372106850147247, 0.010501264594495296, 0.0016647763550281525, 0.01129939965903759], [0.8241651654243469, 0.09443154186010361, 0.003372115083038807, 0.06495729833841324, 0.009289209730923176, 0.0022432408295571804, 0.001541657606139779]]	[0.5356379999999998, 0.386653, 0.664045, 0.19478796000000015, 0.04422330000000002]	2
0	[0, 0]	 ... the WENUS?  Weekly Estimated Net Usage Systems. A processing term.	<pad>	 ... the WENUS? Weekly Estimated Net Usage Systems. A processing term.	[[0.10375122725963593, 0.04958929494023323, 0.740021288394928, 0.07592608779668808, 0.018967239186167717, 0.0032423525117337704, 0.008502456359565258], [0.9094808101654053, 0.011663767509162426, 0.0014515405055135489, 0.06850778311491013, 0.005308311898261309, 0.002548165852203965, 0.001039779046550393]]	[0.5192438461538462, 0.3744215384615385, 0.6438496153846155, 0.18869722307692313, 0.04226496153846149]	0
0	[0, 0, 0, 1]	 Hey.  Hey.  Hey.  Ooh, look at you fancy lads. What's the occasion?	 Ooh, look at you fancy lads. What's the occasion?	 Hey. Hey. Hey.	[[0.9750380516052246, 0.006097603589296341, 0.000790140125900507, 0.011862053535878658, 0.005280597601085901, 0.0005459849489852786, 0.0003855136164929718], [0.9750380516052246, 0.006097603589296341, 0.000790140125900507, 0.011862053535878658, 0.005280597601085901, 0.0005459849489852786, 0.0003855136164929718], [0.9750380516052246, 0.006097603589296341, 0.000790140125900507, 0.011862053535878658, 0.005280597601085901, 0.0005459849489852786, 0.0003855136164929718], [0.06187419965863228, 0.7867178320884705, 0.0776090994477272, 0.048067882657051086, 0.013418680988252163, 0.008404434658586979, 0.003907657228410244]]	[0.5323153333333335, 0.3593026666666667, 0.6055846666666667, 0.15142993999999999, 0.03312103333333327]	1
1	[0, 0, 0]	 (to Joey): Oh I see, so then, you were lying.  About what?  About how good your cards were.	<pad>	 (to Joey): Oh I see, so then, you were lying. About what? About how good your cards were.	[[0.4193747937679291, 0.1359310895204544, 0.1892251819372177, 0.12090831995010376, 0.11296816170215607, 0.005039206240326166, 0.016553223133087158], [0.6091868877410889, 0.08779565244913101, 0.13551078736782074, 0.1392478048801422, 0.016285568475723267, 0.0015218534972518682, 0.01045151986181736], [0.5341792702674866, 0.4255581200122833, 0.008935275487601757, 0.0201888270676136, 0.007931865751743317, 0.0014776212628930807, 0.001729041337966919]]	[0.5237208333333334, 0.3673616666666667, 0.6366233333333333, 0.17819629166666665, 0.03397645833333324]	0
1	[0, 0, 0]	 What's that song? It has been in my head all day long.  It's the theme from Good Will Humping.  Y'know who doesn't even like dirty movies? My new boyfriend Joshua.	<pad>	 What's that song? It has been in my head all day long. It's the theme from Good Will Humping. Y'know who doesn't even like dirty movies? My new boyfriend Joshua.	[[0.21515215933322906, 0.6876114010810852, 0.01998942717909813, 0.059811174869537354, 0.005468946415930986, 0.007987910881638527, 0.00397900864481926], [0.9075003266334534, 0.07604015618562698, 0.000987185980193317, 0.008322974666953087, 0.003434782614931464, 0.0032991936895996332, 0.0004153612535446882], [0.6108989715576172, 0.10034185647964478, 0.05140184983611107, 0.015149959363043308, 0.043157242238521576, 0.16363263130187988, 0.015417438000440598]]	[0.4910399999999999, 0.35002, 0.6340766666666666, 0.1901534666666667, 0.023394000000000026]	0
0	[0, 0]	 Oh, no-no-no-no-no-no, that's OK, I don't need them. I'm going for fours.  Oh, you're... (gives up)	<pad>	 Oh, no-no-no-no-no-no, that's OK, I don't need them. I'm going for fours. Oh, you're... (gives up)	[[0.9127538800239563, 0.059449899941682816, 0.001638691988773644, 0.005804190877825022, 0.005533822812139988, 0.0055718207731842995, 0.009247786365449429], [0.1581822633743286, 0.05581636354327202, 0.0038552838377654552, 0.7281101942062378, 0.04151628911495209, 0.010940751060843468, 0.0015788846649229527]]	[0.48393052631578937, 0.3356452631578947, 0.5609057894736842, 0.14783292631578954, 0.03803515789473688]	0
0	[0]	 [answers door] Hi, welcome to our tropical Christmas party. You can put your coats and sweaters and pants and shirts in the bedroom.	<pad>	 [answers door] Hi, welcome to our tropical Christmas party. You can put your coats and sweaters and pants and shirts in the bedroom.	[[0.7292016744613647, 0.2521333694458008, 0.0015231354627758265, 0.010773155838251114, 0.0021580189932137728, 0.002541659865528345, 0.0016689952462911606]]	[0.4908122727272727, 0.3178045454545455, 0.5109072727272728, 0.10697604090909099, 0.03255838636363634]	0
