labels	dialog_state	sent	utterance	context	Emoberta_softmax	VAD_personality	dialog_state_sum
0	[0, 0, 0, 0]	" Well, I don't have to buy that, ""I'm with stupid"" T-shirt anymore.  Well, I like it. Here you go. (He pays for the hat.)  All right, look, you're not really gonna buy that are you? Don't you think you've embarrassed me enough for one day?  Oh, I embarrass you?"	<pad>	" Well, I don't have to buy that, ""I'm with stupid"" T-shirt anymore. Well, I like it. Here you go. (He pays for the hat.) All right, look, you're not really gonna buy that are you? Don't you think you've embarrassed me enough for one day? Oh, I embarrass you?"	[[0.4815067946910858, 0.45636725425720215, 0.003402270143851638, 0.024366000667214394, 0.01894666999578476, 0.012222991324961185, 0.0031880454625934362], [0.6484558582305908, 0.30820611119270325, 0.00584990531206131, 0.029981421306729317, 0.003746266011148691, 0.002502777613699436, 0.0012575937435030937], [0.0026905913837254047, 0.008470387198030949, 0.003130333498120308, 0.9597813487052917, 0.005688444245606661, 0.018300775438547134, 0.0019380396697670221], [0.013653898611664772, 0.14883002638816833, 0.5801775455474854, 0.11488980799913406, 0.11433223634958267, 0.0065196785144507885, 0.021596776321530342]]	[0.44396, 0.3249766666666667, 0.593175, 0.18704153333333332, 0.024261000000000033]	0
0	[0, 1]	 Well seeing that drunk Santa wet himself, really perked up my Christmas.  Oh! Oh my God!	 Oh! Oh my God!	 Well seeing that drunk Santa wet himself, really perked up my Christmas.	[[0.0077676777727901936, 0.9826834201812744, 0.0015402408316731453, 0.004168584942817688, 0.0019180108793079853, 0.001405785558745265, 0.0005164324538782239], [0.0017961609410122037, 0.01643216609954834, 0.9575497508049011, 0.010382844135165215, 0.006562838330864906, 0.00266844779253006, 0.0046077389270067215]]	[0.5253125, 0.4545199999999999, 0.8352275, 0.32914687500000006, 0.06737937499999996]	1
0	[0, 0, 0, 0]	" No!! Okay?! Why does everyone keep fixating on that? She didn't know, how should I know?  Sometimes I wish I was a lesbian... (They all stare at him.) Did I say that out loud?  I told mom and dad last night, they seemed to take it pretty well.  Oh really, so that hysterical phone call I got from a woman at sobbing 3:00 A.M., ""I'll never have grandchildren, I'll never have grandchildren."" was what? A wrong number?"	<pad>	" No!! Okay?! Why does everyone keep fixating on that? She didn't know, how should I know? Sometimes I wish I was a lesbian... (They all stare at him.) Did I say that out loud? I told mom and dad last night, they seemed to take it pretty well. Oh really, so that hysterical phone call I got from a woman at sobbing 3:00 A.M., ""I'll never have grandchildren, I'll never have grandchildren."" was what? A wrong number?"	[[0.009714579209685326, 0.04964900389313698, 0.8122124075889587, 0.10733966529369354, 0.010483494028449059, 0.003147705225273967, 0.007453041151165962], [0.04880606383085251, 0.1352742463350296, 0.3774891197681427, 0.04971177503466606, 0.17164994776248932, 0.057262733578681946, 0.15980610251426697], [0.35478413105010986, 0.013181178830564022, 0.0016129760770127177, 0.01154442597180605, 0.6120389699935913, 0.003792334580793977, 0.0030459275003522635], [0.10740292817354202, 0.049807097762823105, 0.403058797121048, 0.16113173961639404, 0.13930626213550568, 0.028694070875644684, 0.1105990782380104]]	[0.3981174999999999, 0.31317249999999996, 0.59171, 0.21124247500000007, 0.025796125000000003]	0
1	[0, 1, 0, 1, 0]	" Hey! (she sits down next to him) It's me. Mon-i-ca! Can I just tell you how proud I am of you.  It would be nice after hearing 20,000 people chant ""You suck!""  I mean I-I thought you were nuts at first, but you-you did it. And now you can just look back at this thing with no regrets.  What, look back?  Well, you're not gonna get going are you?"	" It would be nice after hearing 20,000 people chant ""You suck!"" What, look back?"	 Hey! (she sits down next to him) It's me. Mon-i-ca! Can I just tell you how proud I am of you. I mean I-I thought you were nuts at first, but you-you did it. And now you can just look back at this thing with no regrets. Well, you're not gonna get going are you?	[[0.029727699235081673, 0.9535291790962219, 0.0060920496471226215, 0.005437653046101332, 0.0038465335965156555, 0.0002989503263961524, 0.0010680679697543383], [0.02859099954366684, 0.10610678791999817, 0.0027570752426981926, 0.744148850440979, 0.009243491105735302, 0.10056110471487045, 0.008591619320213795], [0.11365415155887604, 0.8658925890922546, 0.005433175712823868, 0.0035621782299131155, 0.008502009324729443, 0.0010834716958925128, 0.0018724596593528986], [0.46668022871017456, 0.1197148859500885, 0.23579531908035278, 0.11595901101827621, 0.02301146648824215, 0.0026890356093645096, 0.03615008294582367], [0.5355584621429443, 0.21895712614059448, 0.031137386336922646, 0.14794772863388062, 0.0353858545422554, 0.012230118736624718, 0.018783316016197205]]	[0.45243106382978704, 0.3446770212765957, 0.6323429787234043, 0.21256902553191503, 0.031256404255319115]	2
1	[0, 0, 0, 0, 0, 1, 0, 0, 0]	 Hey, how are those tapes working out for ya?  Y'know what, pretty good.  Yeah?  Good! I haven't smoked yet today, I feel great, and-and-and confident, that is a stunning blouse.  Thank you.  Here you go.  Thanks  Hey Mon, let's give Pete a chance Come on, he was funny, he seems really nice, and that check thing was adorable.  What check thing?	 Here you go.	 Hey, how are those tapes working out for ya? Y'know what, pretty good. Yeah? Good! I haven't smoked yet today, I feel great, and-and-and confident, that is a stunning blouse. Thank you. Thanks Hey Mon, let's give Pete a chance Come on, he was funny, he seems really nice, and that check thing was adorable. What check thing?	[[0.9819027185440063, 0.008878868073225021, 0.0023536712396889925, 0.0021358844824135303, 0.0033432862255722284, 0.0007074702880345285, 0.0006782180862501264], [0.762218713760376, 0.1926930546760559, 0.0011363844387233257, 0.021295199170708656, 0.018724573776125908, 0.0026929995510727167, 0.0012390249175950885], [0.6709498763084412, 0.03901011869311333, 0.21074707806110382, 0.054597463458776474, 0.014230705797672272, 0.0017246524803340435, 0.008740105666220188], [0.01783042401075363, 0.941969096660614, 0.028490150347352028, 0.005664173513650894, 0.00279198563657701, 0.0016594884218648076, 0.0015946608036756516], [0.9126927852630615, 0.034188877791166306, 0.0007841964834369719, 0.02469375915825367, 0.025416644290089607, 0.0014175988035276532, 0.0008060301770456135], [0.9708922505378723, 0.010797870345413685, 0.0006324235000647604, 0.01376143004745245, 0.002809376223012805, 0.0006698491051793098, 0.00043682375689968467], [0.9639080166816711, 0.008305796422064304, 0.0019840137101709843, 0.017125505954027176, 0.007698360830545425, 0.00046454512630589306, 0.0005137700354680419], [0.7852112650871277, 0.055057283490896225, 0.003122085938230157, 0.07926301658153534, 0.06846935302019119, 0.005341743119060993, 0.0035352082923054695], [0.8452278971672058, 0.023498617112636566, 0.03354648873209953, 0.08020112663507462, 0.00953418854624033, 0.0019030298572033644, 0.0060885571874678135]]	[0.45616235294117646, 0.35897529411764706, 0.6522788235294117, 0.22809524705882356, 0.040934470588235294]	1
1	[0, 1, 0, 0, 0, 1]	 And a crusty old man said I'll do what I can and the rest of the rats played moroccas. That's it, thanks, good night.  Phoebe's got another job, right?  Great set tonight Phoebs.  I know.  Well, we should probably get going.  Um, we should go too, I got patients at 8 in the moring.	 Phoebe's got another job, right? Um, we should go too, I got patients at 8 in the moring.	 And a crusty old man said I'll do what I can and the rest of the rats played moroccas. That's it, thanks, good night. Great set tonight Phoebs. I know. Well, we should probably get going.	[[0.03891976177692413, 0.010394381359219551, 0.0004865354858338833, 0.9052935242652893, 0.021459629759192467, 0.02215784788131714, 0.0012883335584774613], [0.9403676390647888, 0.006329295691102743, 0.005626257974654436, 0.01427137665450573, 0.02732432447373867, 0.0008252265397459269, 0.005255917552858591], [0.6909337043762207, 0.2843349277973175, 0.0021790126338601112, 0.011290622875094414, 0.006989325396716595, 0.002930032555013895, 0.0013424776261672378], [0.4823417663574219, 0.0588960275053978, 0.0018980669556185603, 0.020367776975035667, 0.4305713176727295, 0.00314409495331347, 0.0027808675076812506], [0.9535390138626099, 0.016344912350177765, 0.0010991127928718925, 0.00910069327801466, 0.015347275882959366, 0.0023195550311356783, 0.002249486045911908], [0.9350166916847229, 0.01856435462832451, 0.001285552280023694, 0.013491308316588402, 0.02565767802298069, 0.00289397151209414, 0.003090444952249527]]	[0.532592, 0.39722799999999997, 0.6976669999999999, 0.22048263999999998, 0.045348200000000005]	2
1	[1, 0, 0, 1]	 Hey, guys.  Hey.  Hey... hi, ladies... uh, can I get you anything? (to Monica, quietly): Did you bring the mail?  Lots of responses.	 Hey, guys. Lots of responses.	 Hey. Hey... hi, ladies... uh, can I get you anything? (to Monica, quietly): Did you bring the mail?	[[0.9661962985992432, 0.009773318655788898, 0.0011231418466195464, 0.004608293063938618, 0.015323936939239502, 0.001888977363705635, 0.0010859864996746182], [0.9750380516052246, 0.006097603589296341, 0.000790140125900507, 0.011862053535878658, 0.005280597601085901, 0.0005459849489852786, 0.0003855136164929718], [0.9821177124977112, 0.009175761602818966, 0.0012195580638945103, 0.002226717071607709, 0.0018390504410490394, 0.00040768872713670135, 0.003013529581949115], [0.958995521068573, 0.01094239391386509, 0.0009881203295663, 0.022661687806248665, 0.005210711620748043, 0.0005639708251692355, 0.0006377092795446515]]	[0.5252257142857142, 0.3581342857142857, 0.5915814285714286, 0.1479883714285715, 0.04025899999999999]	2
1	[0, 0, 0]	 I can't believe we are even having this discussion.  I agree. I'm, like, in disbelief.  I mean, don't you think if things were gonna happen with Rachel, they would've happened already?	<pad>	 I can't believe we are even having this discussion. I agree. I'm, like, in disbelief. I mean, don't you think if things were gonna happen with Rachel, they would've happened already?	[[0.023381197825074196, 0.04053754359483719, 0.1874648630619049, 0.13848833739757538, 0.49140000343322754, 0.06975580751895905, 0.04897216334939003], [0.013810040429234505, 0.8267419934272766, 0.10633961856365204, 0.0252488125115633, 0.02040959894657135, 0.003683163318783045, 0.0037667122669517994], [0.33280229568481445, 0.020392384380102158, 0.005471060983836651, 0.22669459879398346, 0.4041568338871002, 0.003277478041127324, 0.007205402944236994]]	[0.5260325, 0.37163666666666667, 0.6205375, 0.1700076083333334, 0.04601137499999991]	0
0	[1, 0]	 (pointing to the globe) See there it is right there.  Wow! It's small.	 (pointing to the globe) See there it is right there.	 Wow! It's small.	[[0.3410354256629944, 0.6140612363815308, 0.0069394842721521854, 0.03198644146323204, 0.003566863713786006, 0.0006853085942566395, 0.0017252907855436206], [0.03867759928107262, 0.1548990160226822, 0.7640383839607239, 0.027326636016368866, 0.009358006529510021, 0.002638048492372036, 0.0030624361243098974]]	[0.510886842105263, 0.3596294736842105, 0.6023668421052631, 0.16429155263157896, 0.043013552631578966]	1
1	[0, 1, 0, 1, 0]	 Hello, Joanna...(Realises he doesn't know her last name)...'s office.  (on speaker phone) I'm really sorry but I may be a little while longer.  How little?!  A couple of hours, I feel awful.  Look, this isn't funny! You get back here right now!	 (on speaker phone) I'm really sorry but I may be a little while longer. A couple of hours, I feel awful.	 Hello, Joanna...(Realises he doesn't know her last name)...'s office. How little?! Look, this isn't funny! You get back here right now!	[[0.9784271717071533, 0.010126397013664246, 0.0007916704635135829, 0.007922784425318241, 0.0008554849191568792, 0.0007483828230760992, 0.0011281851911917329], [0.5604948401451111, 0.010181056335568428, 0.0014537344686686993, 0.03227456659078598, 0.3840315341949463, 0.004305026959627867, 0.007259217090904713], [0.006215313915163279, 0.01750691793859005, 0.9556564688682556, 0.012707233428955078, 0.005205217283219099, 0.001244291546754539, 0.0014645503833889961], [0.04097022861242294, 0.016565049067139626, 0.0018411235651001334, 0.03551887348294258, 0.8690738081932068, 0.020813152194023132, 0.015217726118862629], [0.0017862147651612759, 0.007005782797932625, 0.004881276749074459, 0.9502058029174805, 0.004175418522208929, 0.0229489728808403, 0.00899658165872097]]	[0.47619933333333336, 0.321888, 0.557124, 0.14408622, 0.023578433333333315]	2
1	[0, 0, 1, 0, 0]	 Is that the heartbeat?  That's it.  Oh my God!  Oh wow! This is so cool.  Have we talked about the possibility of multiple births?	 Oh my God!	 Is that the heartbeat? That's it. Oh wow! This is so cool. Have we talked about the possibility of multiple births?	[[0.8068364262580872, 0.09595515578985214, 0.05601094290614128, 0.02171814627945423, 0.007742445450276136, 0.0013344896724447608, 0.010402337647974491], [0.8725882768630981, 0.025866445153951645, 0.0017855571350082755, 0.07417449355125427, 0.02073066122829914, 0.0037126627285033464, 0.0011419040383771062], [0.001513320836238563, 0.012799856252968311, 0.9634166955947876, 0.01009700633585453, 0.0053532919846475124, 0.003560802433639765, 0.0032590331975370646], [0.007827715948224068, 0.8160102963447571, 0.15774478018283844, 0.010183803737163544, 0.0045639751479029655, 0.001961510395631194, 0.001707857009023428], [0.9024316072463989, 0.0331667922437191, 0.017570506781339645, 0.011576719582080841, 0.013740532100200653, 0.0019191233441233635, 0.019594687968492508]]	[0.4871768749999999, 0.3442975, 0.5981506249999999, 0.17029538125000002, 0.03256690624999997]	1
1	[0, 0, 0, 1]	 (to Rachel) So, he's just a nice guy. You really think this Mark doesn't want anything in exchange for helping him?  Well, I assume I'll have to take showers with him, but y'know, that's true of any job.  How ya feelin'?  Well, my apartment isn't there anymore, because I drank it.	 Well, my apartment isn't there anymore, because I drank it.	 (to Rachel) So, he's just a nice guy. You really think this Mark doesn't want anything in exchange for helping him? Well, I assume I'll have to take showers with him, but y'know, that's true of any job. How ya feelin'?	[[0.3016916513442993, 0.20115235447883606, 0.4035319983959198, 0.0669514387845993, 0.016908271238207817, 0.005467796232551336, 0.004296530038118362], [0.9589253664016724, 0.01579662226140499, 0.001397952320985496, 0.0045429798774421215, 0.007460526190698147, 0.009623994119465351, 0.0022525193635374308], [0.9781048893928528, 0.010073508135974407, 0.0017552347853779793, 0.0037302207201719284, 0.0043814340606331825, 0.000968125241342932, 0.0009865106549113989], [0.8747286200523376, 0.028322184458374977, 0.0014180444413796067, 0.034005966037511826, 0.050379715859889984, 0.00786500796675682, 0.0032804934307932854]]	[0.4448714285714286, 0.3169057142857143, 0.5390757142857143, 0.15287385714285712, 0.03630357142857138]	1
0	[0, 0, 0, 1, 0, 0, 0]	 All right, I'll give you this, Mr. Peanut is a better dresser. I mean he's got the monocle, he's got the top hat...  You know he's gay?  I just wanna clarify this: are you outing Mr. Peanut?  (entering) Chandler?  Danielle! Hi! Uh- everybody, this is Danielle, Danielle, everybody.  Hi. Hi.  What are you doing here?	 (entering) Chandler?	 All right, I'll give you this, Mr. Peanut is a better dresser. I mean he's got the monocle, he's got the top hat... You know he's gay? I just wanna clarify this: are you outing Mr. Peanut? Danielle! Hi! Uh- everybody, this is Danielle, Danielle, everybody. Hi. Hi. What are you doing here?	[[0.9332431554794312, 0.023589445278048515, 0.000665054889395833, 0.03148460015654564, 0.004600754007697105, 0.005666219629347324, 0.0007507029222324491], [0.8757477402687073, 0.034078314900398254, 0.05963987484574318, 0.008182666264474392, 0.015422577038407326, 0.0008173159440048039, 0.006111535243690014], [0.8598377704620361, 0.02467184141278267, 0.030396971851587296, 0.02657310664653778, 0.01780879497528076, 0.003689591074362397, 0.03702197223901749], [0.9441931843757629, 0.02698449045419693, 0.006762277334928513, 0.017214946448802948, 0.002443671692162752, 0.0003005556936841458, 0.002100742654874921], [0.9262175559997559, 0.055402498692274094, 0.0034968953114002943, 0.005394794512540102, 0.004067224450409412, 0.0007454587612301111, 0.004675421863794327], [0.9863784313201904, 0.006030167918652296, 0.0006631796713918447, 0.003254182869568467, 0.0027662846259772778, 0.0003856637922581285, 0.0005220402381382883], [0.2138218730688095, 0.04938935860991478, 0.6675903797149658, 0.04649621993303299, 0.011806166730821133, 0.0036350779701024294, 0.007261023856699467]]	[0.47364360000000005, 0.3658768, 0.6474443999999999, 0.217128812, 0.046010459999999975]	1
1	[0, 0, 0, 0, 0, 1]	 Oh come on! You're making it sound worse than it actually was.  Her date tipped me ten dollars. (Monica laughs)  Pheebs, what are you doing?  Okay, I wanna be sexy again so I'm trying to catch a cold. It should be easy, supposedly they're pretty common.  Phoebe, you'll catch pneumonia.  (entering) Okay. You were right. I'm in love with Joey's girlfriend.	 (entering) Okay. You were right. I'm in love with Joey's girlfriend.	 Oh come on! You're making it sound worse than it actually was. Her date tipped me ten dollars. (Monica laughs) Pheebs, what are you doing? Okay, I wanna be sexy again so I'm trying to catch a cold. It should be easy, supposedly they're pretty common. Phoebe, you'll catch pneumonia.	[[0.16649708151817322, 0.03476284444332123, 0.006340489722788334, 0.2645007073879242, 0.47802209854125977, 0.025645002722740173, 0.02423165738582611], [0.0335257314145565, 0.9439275860786438, 0.009358331561088562, 0.008952062577009201, 0.002073458628728986, 0.0011524783913046122, 0.0010103924432769418], [0.7438428401947021, 0.10091638565063477, 0.1274082362651825, 0.014739704318344593, 0.008153100498020649, 0.0009886767948046327, 0.003950993996113539], [0.2210797667503357, 0.20232494175434113, 0.005304128397256136, 0.10859006643295288, 0.2708178460597992, 0.15172944962978363, 0.04015373811125755], [0.028518125414848328, 0.06366914510726929, 0.03595073148608208, 0.13782767951488495, 0.2813982367515564, 0.23402725160121918, 0.21860884130001068], [0.02860753796994686, 0.949994683265686, 0.008029366843402386, 0.006403480656445026, 0.004126403480768204, 0.0015756782377138734, 0.001262860605493188]]	[0.4589170833333334, 0.35010833333333335, 0.6426783333333332, 0.21655486249999994, 0.03182889583333326]	1
0	[0, 0, 0, 0, 0, 1, 0]	 Why is it sick?  Because it's Richard's son! It's like inviting Greek tragedy over for dinner!  Hey, come on, Phoebe, you understand don't you?  Yeah, I can see where I'd be your best shot but, no. I'm sorry, but I think it's twisted.  Yeah.  (coming out of the bathroom) What's twisted?  Me going out with Richard's son.	 (coming out of the bathroom) What's twisted?	 Why is it sick? Because it's Richard's son! It's like inviting Greek tragedy over for dinner! Hey, come on, Phoebe, you understand don't you? Yeah, I can see where I'd be your best shot but, no. I'm sorry, but I think it's twisted. Yeah. Me going out with Richard's son.	[[0.3551361858844757, 0.03384248912334442, 0.24931254982948303, 0.035474520176649094, 0.2710130512714386, 0.01087198592722416, 0.044349148869514465], [0.003284100443124771, 0.020272785797715187, 0.2171623706817627, 0.42298316955566406, 0.15015079081058502, 0.14315079152584076, 0.04299604892730713], [0.11617090553045273, 0.014741155318915844, 0.003976105712354183, 0.23876343667507172, 0.5664135217666626, 0.003859919961541891, 0.056074898689985275], [0.028075896203517914, 0.008702721446752548, 0.0032947598956525326, 0.44739434123039246, 0.040115825831890106, 0.4630652666091919, 0.009351181797683239], [0.969780683517456, 0.007162469904869795, 0.0007300840225070715, 0.012851065024733543, 0.008281093090772629, 0.0007323499885387719, 0.00046215238398872316], [0.0859183669090271, 0.07284869253635406, 0.5322138071060181, 0.06885207444429398, 0.01988423801958561, 0.14619635045528412, 0.074086494743824], [0.6534801721572876, 0.011082595214247704, 0.005367340985685587, 0.1262548714876175, 0.16867071390151978, 0.0306610818952322, 0.0044831763952970505]]	[0.43123999999999996, 0.31953200000000004, 0.553744, 0.1713848000000001, 0.03866599999999998]	1
0	[0, 0, 0, 0, 0, 1, 0]	 Yeah, apparently, they're pretty good seats.  Yeah.  (examining the tickets) Oh my God! Those are almost right on the floor!  Do you guys want these?  Yeah!  Yeah we do!  Ohh, well you got 'em.	 Yeah we do!	 Yeah, apparently, they're pretty good seats. Yeah. (examining the tickets) Oh my God! Those are almost right on the floor! Do you guys want these? Yeah! Ohh, well you got 'em.	[[0.9118937253952026, 0.06627565622329712, 0.004922457970678806, 0.009889260865747929, 0.002668384462594986, 0.003142834873870015, 0.0012077362043783069], [0.969780683517456, 0.007162469904869795, 0.0007300840225070715, 0.012851065024733543, 0.008281093090772629, 0.0007323499885387719, 0.00046215238398872316], [0.002682500286027789, 0.02605314925312996, 0.9532936811447144, 0.010211165063083172, 0.003340750467032194, 0.0024892317596822977, 0.0019296871032565832], [0.9278812408447266, 0.053881529718637466, 0.007412303704768419, 0.005586635787039995, 0.0032876688055694103, 0.0011258955346420407, 0.0008245543576776981], [0.06566254049539566, 0.571017324924469, 0.2521168291568756, 0.09504017233848572, 0.008529743179678917, 0.0014854026958346367, 0.006147925276309252], [0.06521284580230713, 0.8726801872253418, 0.014549322426319122, 0.036021873354911804, 0.007976124063134193, 0.000817682477645576, 0.002741995733231306], [0.9372302293777466, 0.030923297628760338, 0.0006698206416331232, 0.018555898219347, 0.009134405292570591, 0.0020769527181982994, 0.0014093011850491166]]	[0.45955999999999997, 0.36045, 0.66828, 0.2352702, 0.03473599999999999]	1
1	[0, 1]	 Would you ever be a surrogate for anyone?  It depends on who asked.	 It depends on who asked.	 Would you ever be a surrogate for anyone?	[[0.9470925331115723, 0.020157121121883392, 0.00445560971274972, 0.003708973526954651, 0.01990463025867939, 0.002289215801283717, 0.0023919132072478533], [0.9067105054855347, 0.06894075125455856, 0.002170831896364689, 0.01727479323744774, 0.0027689035050570965, 0.0012883709277957678, 0.000845756963826716]]	[0.414, 0.3362533333333333, 0.61159, 0.22294666666666665, 0.04306999999999994]	1
0	[0, 1, 0]	 Chandler! Chandler, please, I have to get you locked up back the way you were, I am sooo gonna lose my job, she's very private about her office. Now I know why.  Hey, look, you're in trouble either way! Okay? If she comes back and sees me locked to this instead of the chair, she's gonna know you were in here. So you might as well just let me go.  What if I clean your bathroom for a month?	 Hey, look, you're in trouble either way! Okay? If she comes back and sees me locked to this instead of the chair, she's gonna know you were in here. So you might as well just let me go.	 Chandler! Chandler, please, I have to get you locked up back the way you were, I am sooo gonna lose my job, she's very private about her office. Now I know why. What if I clean your bathroom for a month?	[[0.009402486495673656, 0.049416255205869675, 0.03420177474617958, 0.05594403296709061, 0.10653062164783478, 0.05378079414367676, 0.6907240748405457], [0.03983636572957039, 0.017373377457261086, 0.003554498078301549, 0.8308829665184021, 0.031750671565532684, 0.028908895328640938, 0.04769321158528328], [0.7912954688072205, 0.16410404443740845, 0.006949862465262413, 0.01971246488392353, 0.007344585843384266, 0.007266506087034941, 0.0033271124120801687]]	[0.44687818181818173, 0.3386699999999999, 0.6002222727272726, 0.19578338181818183, 0.03901509090909083]	1
0	[0, 0, 0, 0]	 (waves) Hello!  (in baby-like voice) How come you don't live with Mommy? (pause; shows Ross less than amused) How come Mommy lives with that other lady? (pause; Ross still looks less than amused; Joey smiling) What's a lesbian? (playfully hits Ross)  Honey, you can say it, Poconos, Poconos, it's like Poc-o-nos (touching Paolo's nose with forefinger with each syllable)  Ah, poke (Paolo touches Rachel's nose) a (touches nose again) nose, mmm (they rub noses, then kisses her)	<pad>	 (waves) Hello! (in baby-like voice) How come you don't live with Mommy? (pause; shows Ross less than amused) How come Mommy lives with that other lady? (pause; Ross still looks less than amused; Joey smiling) What's a lesbian? (playfully hits Ross) Honey, you can say it, Poconos, Poconos, it's like Poc-o-nos (touching Paolo's nose with forefinger with each syllable) Ah, poke (Paolo touches Rachel's nose) a (touches nose again) nose, mmm (they rub noses, then kisses her)	[[0.12382671982049942, 0.8504445552825928, 0.007891114801168442, 0.013762283138930798, 0.002067526336759329, 0.0005294447182677686, 0.0014784218510612845], [0.18281638622283936, 0.6580562591552734, 0.04957887902855873, 0.0625300258398056, 0.036308977752923965, 0.006165128201246262, 0.004544404335319996], [0.15046431124210358, 0.8324348330497742, 0.0022504853550344706, 0.009740245528519154, 0.00190645270049572, 0.0011607110500335693, 0.002042955718934536], [0.1099899634718895, 0.873019814491272, 0.0013919936027377844, 0.007495008874684572, 0.00572963384911418, 0.0011908947490155697, 0.0011829119175672531]]	[0.55061, 0.38146500000000005, 0.6539475, 0.17658120000000005, 0.035830999999999946]	0
0	[0, 0, 0, 0, 0, 1]	" Look, it was a job all right?  'Look, Gippetto, I'm a real live boy.'  I will not take this abuse. (Walks to the door and opens it to leave.)  You're right, I'm sorry. (Burst into song and dances out of the door.) ""Once I was a wooden boy, a little wooden boy...""  You should both know, that he's a dead man. Oh, Chandler? (Starts after Chandler.)  So how you doing today? Did you sleep okay? Talk to Barry? I can't stop smiling."	 So how you doing today? Did you sleep okay? Talk to Barry? I can't stop smiling.	" Look, it was a job all right? 'Look, Gippetto, I'm a real live boy.' I will not take this abuse. (Walks to the door and opens it to leave.) You're right, I'm sorry. (Burst into song and dances out of the door.) ""Once I was a wooden boy, a little wooden boy..."" You should both know, that he's a dead man. Oh, Chandler? (Starts after Chandler.)"	[[0.6232300996780396, 0.019661694765090942, 0.0020327167585492134, 0.11685917526483536, 0.22230814397335052, 0.0037345229648053646, 0.012173650786280632], [0.11799323558807373, 0.009681342169642448, 0.003146365750581026, 0.7394341826438904, 0.11156746745109558, 0.01085859164595604, 0.007318803574889898], [0.017489982768893242, 0.0038265660405158997, 0.0009882792364805937, 0.9564231038093567, 0.004669698420912027, 0.015734169632196426, 0.000868335657287389], [0.21776799857616425, 0.5882057547569275, 0.001716872095130384, 0.05306551605463028, 0.13142628967761993, 0.0038085372652858496, 0.004009006079286337], [0.8304078578948975, 0.05700532719492912, 0.015863286331295967, 0.06316910684108734, 0.023849863559007645, 0.0043433126993477345, 0.00536127807572484], [0.032962314784526825, 0.9570509195327759, 0.0020256303250789642, 0.0026212316006422043, 0.004193808417767286, 0.00042529244092293084, 0.0007207548478618264]]	[0.5610384615384614, 0.3925553846153846, 0.6578261538461538, 0.17722423076923083, 0.04554961538461533]	1
0	[1, 1]	 And the advances in collating in the past five years, I mean we just got in an X-5000, y'know. The X-5000 makes the X-50 look like a T-71.  (seeing Ross enter) Hey, it's the dinosaur guy. (runs over to Ross) Hi, Ross.	 And the advances in collating in the past five years, I mean we just got in an X-5000, y'know. The X-5000 makes the X-50 look like a T-71. (seeing Ross enter) Hey, it's the dinosaur guy. (runs over to Ross) Hi, Ross.	<pad>	[[0.6463173627853394, 0.24481776356697083, 0.009070610627532005, 0.08318723738193512, 0.011220134794712067, 0.0037790280766785145, 0.0016080025816336274], [0.17501893639564514, 0.74039226770401, 0.05564301088452339, 0.01902960240840912, 0.004444147925823927, 0.0007999332156032324, 0.004672089591622353]]	[0.4946647222222223, 0.36075611111111117, 0.6391550000000001, 0.19586203055555562, 0.034654597222222194]	2
0	[0, 0, 1]	 Yeah, I know what you're thinkin'! Yes, yes, your breasts are just as firm and juicy.  Come in!  (entering) Hey! (sees what's on TV) Oh God, is that Baywatch?	 (entering) Hey! (sees what's on TV) Oh God, is that Baywatch?	 Yeah, I know what you're thinkin'! Yes, yes, your breasts are just as firm and juicy. Come in!	[[0.6132645606994629, 0.3510344326496124, 0.01012509223073721, 0.015801064670085907, 0.0037271652836352587, 0.0034078960306942463, 0.00263979472219944], [0.3808126151561737, 0.5478503108024597, 0.014211171306669712, 0.0506814606487751, 0.003094917396083474, 0.0015534328995272517, 0.0017961767734959722], [0.012804195284843445, 0.4959334433078766, 0.4678286910057068, 0.01045219600200653, 0.005981907714158297, 0.002168468199670315, 0.004831021185964346]]	[0.5365822222222222, 0.3916266666666667, 0.6678555555555556, 0.19872342222222233, 0.04908155555555549]	1
0	[1, 0]	 So, you're like a zillionaire? (Pete smiles and nods)  And you're our age. You're our age.	 So, you're like a zillionaire? (Pete smiles and nods)	 And you're our age. You're our age.	[[0.020236480981111526, 0.24118860065937042, 0.7021318674087524, 0.019916974008083344, 0.011571974493563175, 0.0013001541374251246, 0.0036540047731250525], [0.01902296207845211, 0.06964866071939468, 0.8850709795951843, 0.011970361694693565, 0.009716663509607315, 0.0012359714601188898, 0.0033343411050736904]]	[0.549902857142857, 0.37417142857142854, 0.6294514285714286, 0.16004062857142862, 0.03667742857142858]	1
